,DBH,Foraged,Colony,Species,Distance
2488,6.2,0,5,Zigia gigantifoliola,12.79854495
2489,6.2,0,5,Zigia gigantifoliola,12.02018549
2490,6.2,0,5,Zigia gigantifoliola,23.88246265
2491,6.2,0,5,Zigia gigantifoliola,29.62966285
2492,6.2,0,5,Zigia gigantifoliola,43.47608538
2493,6.2,0,7,Alchornea sp,43.47608538
2494,6.2,0,7,Alchornea sp,14.09592078
2495,6.2,0,7,Alchornea sp,12.79854495
2496,6.2,0,7,Alchornea sp,23.88246265
2497,6.2,0,7,Alchornea sp,12.02018549
2498,6.2,0,7,Alchornea sp,29.62966285
2499,6.2,0,7,Alchornea sp,14.5983047
2500,6.2,0,8,Mabea occidentalis,12.02018549
2501,6.2,0,8,Mabea occidentalis,23.88246265
2502,6.2,0,8,Mabea occidentalis,14.09592078
2503,6.2,0,8,Mabea occidentalis,14.5983047
2504,6.2,0,8,Mabea occidentalis,12.79854495
2505,6.2,0,8,Mabea occidentalis,43.47608538
2506,6.2,0,8,Mabea occidentalis,29.62966285
2507,6.2,0,9,Clarisia mexicana,12.02018549
2508,6.2,0,9,Clarisia mexicana,23.88246265
2509,6.2,0,9,Clarisia mexicana,14.5983047
2510,6.2,0,9,Clarisia mexicana,29.62966285
2511,6.2,0,9,Clarisia mexicana,12.79854495
2512,6.2,0,9,Clarisia mexicana,43.47608538
2513,6.2,0,9,Clarisia mexicana,14.09592078
2514,6.3,0,5,Meliosma donnell-smithii,11.5595327
2515,6.3,1,4,Ormosia tenuivalvis ?,13.37786605
2516,6.4,0,5,Ardisia auriculata,30.54382721
2517,6.4,0,5,Ardisia auriculata,41.39546032
2518,6.4,0,5,Ardisia auriculata,34.45664883
2519,6.4,0,7,Hymenolobium mesoamericanum ,41.39546032
2520,6.4,0,7,Hymenolobium mesoamericanum ,41.39546032
2521,6.4,0,7,Hymenolobium mesoamericanum ,34.45664883
2522,6.4,0,7,Hymenolobium mesoamericanum ,30.54382721
2523,6.4,0,7,Hymenolobium mesoamericanum ,34.45664883
2524,6.4,0,7,Hymenolobium mesoamericanum ,30.54382721
2525,6.4,0,7,Ardisia auriculata,41.39546032
2526,6.4,0,7,Ardisia auriculata,41.39546032
2527,6.4,0,7,Ardisia auriculata,34.45664883
2528,6.4,0,7,Ardisia auriculata,30.54382721
2529,6.4,0,7,Ardisia auriculata,34.45664883
2530,6.4,0,7,Ardisia auriculata,30.54382721
2531,6.5,0,6,Jacaratia dolichaula,39.72867892
2532,6.5,0,6,Jacaratia dolichaula,25.48283272
2533,6.5,0,6,Jacaratia dolichaula,37.51389546
2534,6.5,0,6,Jacaratia dolichaula,24.56053837
2535,6.5,0,9,Tapirira myriantha,39.72867892
2536,6.5,0,9,Tapirira myriantha,25.48283272
2537,6.5,0,9,Tapirira myriantha,25.48283272
2538,6.5,0,9,Tapirira myriantha,25.48283272
2539,6.5,0,9,Tapirira myriantha,39.72867892
2540,6.5,0,9,Tapirira myriantha,39.72867892
2541,6.5,0,9,Tapirira myriantha,37.51389546
2542,6.5,0,9,Tapirira myriantha,24.56053837
2543,6.5,0,9,Tapirira myriantha,37.51389546
2544,6.5,0,9,Tapirira myriantha,24.56053837
2545,6.5,0,9,Tapirira myriantha,24.56053837
2546,6.5,0,9,Tapirira myriantha,37.51389546
2547,6.5,0,9,Miconia appendiculata,39.72867892
2548,6.5,0,9,Miconia appendiculata,25.48283272
2549,6.5,0,9,Miconia appendiculata,25.48283272
2550,6.5,0,9,Miconia appendiculata,25.48283272
2551,6.5,0,9,Miconia appendiculata,39.72867892
2552,6.5,0,9,Miconia appendiculata,39.72867892
2553,6.5,0,9,Miconia appendiculata,37.51389546
2554,6.5,0,9,Miconia appendiculata,24.56053837
2555,6.5,0,9,Miconia appendiculata,37.51389546
2556,6.5,0,9,Miconia appendiculata,24.56053837
2557,6.5,0,9,Miconia appendiculata,24.56053837
2558,6.5,0,9,Miconia appendiculata,37.51389546
2559,6.5,0,9,Inga pavoniana,39.72867892
2560,6.5,0,9,Inga pavoniana,25.48283272
2561,6.5,0,9,Inga pavoniana,25.48283272
2562,6.5,0,9,Inga pavoniana,25.48283272
2563,6.5,0,9,Inga pavoniana,39.72867892
2564,6.5,0,9,Inga pavoniana,39.72867892
2565,6.5,0,9,Inga pavoniana,37.51389546
2566,6.5,0,9,Inga pavoniana,24.56053837
2567,6.5,0,9,Inga pavoniana,37.51389546
2568,6.5,0,9,Inga pavoniana,24.56053837
2569,6.5,0,9,Inga pavoniana,24.56053837
2570,6.5,0,9,Inga pavoniana,37.51389546
2571,6.6,0,6,Trophis racemosa,18.0866813
2572,6.6,0,6,Trophis racemosa,25.18731534
2573,6.6,0,7,Sloanea medusula,18.0866813
2574,6.6,0,7,Sloanea medusula,25.18731534
2575,6.7,0,4,Pouteria glomerulata,23.47717615
2576,6.7,0,4,Pouteria glomerulata,37.33431818
2577,6.7,0,4,Pouteria glomerulata,52.20519901
2578,6.7,0,4,Pouteria glomerulata,32.10579673
2579,6.7,0,4,Pouteria glomerulata,14.38187929
2580,6.7,0,5,Lecythis ampla,52.20519901
2581,6.7,0,5,Lecythis ampla,32.10579673
2582,6.7,0,5,Lecythis ampla,37.33431818
2583,6.7,0,5,Lecythis ampla,23.47717615
2584,6.7,0,5,Lecythis ampla,14.38187929
2585,6.7,0,7,Lecythis ampla,14.38187929
2586,6.7,0,7,Lecythis ampla,52.20519901
2587,6.7,0,7,Lecythis ampla,23.47717615
2588,6.7,0,7,Lecythis ampla,32.10579673
2589,6.7,0,7,Lecythis ampla,37.33431818
2590,6.7,0,9,Coussarea hondensis,14.38187929
2591,6.7,0,9,Coussarea hondensis,32.10579673
2592,6.7,0,9,Coussarea hondensis,37.33431818
2593,6.7,0,9,Coussarea hondensis,23.47717615
2594,6.7,0,9,Coussarea hondensis,32.10579673
2595,6.7,0,9,Coussarea hondensis,23.47717615
2596,6.7,0,9,Coussarea hondensis,52.20519901
2597,6.7,0,9,Coussarea hondensis,52.20519901
2598,6.7,0,9,Coussarea hondensis,37.33431818
2599,6.7,0,9,Coussarea hondensis,14.38187929
2600,6.7,0,9,Protium costaricense,14.38187929
2601,6.7,0,9,Protium costaricense,32.10579673
2602,6.7,0,9,Protium costaricense,37.33431818
2603,6.7,0,9,Protium costaricense,23.47717615
2604,6.7,0,9,Protium costaricense,32.10579673
2605,6.7,0,9,Protium costaricense,23.47717615
2606,6.7,0,9,Protium costaricense,52.20519901
2607,6.7,0,9,Protium costaricense,52.20519901
2608,6.7,0,9,Protium costaricense,37.33431818
2609,6.7,0,9,Protium costaricense,14.38187929
2610,6.8,0,1,Ardisia granatensis ?,28.70978393
2611,6.8,0,1,Ardisia granatensis ?,33.20890931
2612,6.8,0,1,Ardisia granatensis ?,11.46304494
2613,6.8,0,1,Ardisia granatensis ?,12.10419471
2614,6.8,0,5,Guarea bullata,28.70978393
2615,6.8,0,5,Guarea bullata,33.20890931
2616,6.8,0,5,Guarea bullata,12.10419471
2617,6.8,0,5,Guarea bullata,12.10419471
2618,6.8,0,5,Guarea bullata,28.70978393
2619,6.8,0,5,Guarea bullata,11.46304494
2620,6.8,0,5,Guarea bullata,33.20890931
2621,6.8,0,5,Guarea bullata,11.46304494
2622,6.8,0,5,Lozania pittieri,28.70978393
2623,6.8,0,5,Lozania pittieri,33.20890931
2624,6.8,0,5,Lozania pittieri,12.10419471
2625,6.8,0,5,Lozania pittieri,12.10419471
2626,6.8,0,5,Lozania pittieri,28.70978393
2627,6.8,0,5,Lozania pittieri,11.46304494
2628,6.8,0,5,Lozania pittieri,33.20890931
2629,6.8,0,5,Lozania pittieri,11.46304494
2630,6.8,0,9,Inga leiocalycina,33.20890931
2631,6.8,0,9,Inga leiocalycina,28.70978393
2632,6.8,0,9,Inga leiocalycina,11.46304494
2633,6.8,0,9,Inga leiocalycina,12.10419471
2634,6.9,0,5,Chrysophyllum venezuelanense,34.54719592
2635,6.9,0,5,Chrysophyllum venezuelanense,27.25564361
2636,6.9,0,5,Chrysophyllum venezuelanense,28.59065823
2637,6.9,0,7,Chrysophyllum venezuelanense,28.59065823
2638,6.9,0,7,Chrysophyllum venezuelanense,34.54719592
2639,6.9,0,7,Chrysophyllum venezuelanense,27.25564361
2640,6.9,0,9,Inga leiocalycina,34.54719592
2641,6.9,0,9,Inga leiocalycina,27.25564361
2642,6.9,0,9,Inga leiocalycina,28.59065823
2643,60.5,0,4,Cordia alliodora,35.50108167
2644,61,1,5,Pentaclethra macroloba,24.87466364
2645,61.2,1,1,Peschiera arborea,4.326611117
2646,61.5,0,4,Alchornea costaricensis,37.16535994
2647,61.5,0,4,Alchornea costaricensis,19.38287904
2648,61.5,0,4,Alchornea costaricensis,32.15042924
2649,61.5,0,4,Alchornea costaricensis,19.38287904
2650,61.5,0,4,Alchornea costaricensis,32.15042924
2651,61.5,0,4,Alchornea costaricensis,37.16535994
2652,61.5,0,4,Pentaclethra macroloba,37.16535994
2653,61.5,0,4,Pentaclethra macroloba,19.38287904
2654,61.5,0,4,Pentaclethra macroloba,32.15042924
2655,61.5,0,4,Pentaclethra macroloba,19.38287904
2656,61.5,0,4,Pentaclethra macroloba,32.15042924
2657,61.5,0,4,Pentaclethra macroloba,37.16535994
2658,61.5,0,8,Alchornea costaricensis,37.16535994
2659,61.5,0,8,Alchornea costaricensis,19.38287904
2660,61.5,0,8,Alchornea costaricensis,32.15042924
2661,62.8,1,7,Apeiba membranacea,11.44362569
2662,62.9,0,4,Hernandia didymantha,22.66328308
2663,63,0,4,Luehea seemannii,29.35006133
2664,63,0,4,Luehea seemannii,23.61314063
2665,63,0,6,Richeria dressleri,23.61314063
2666,63,0,6,Richeria dressleri,29.35006133
2667,63.5,0,1,Genipa americana,19.34669433
2668,64,0,7,Erythrina cochleata,22.63893921
2669,64.5,0,7,Pentaclethra macroloba,51.61248753
2670,64.5,0,7,Pentaclethra macroloba,16.90273863
2671,64.5,0,8,Ficus maxima,51.61248753
2672,64.5,0,8,Ficus maxima,16.90273863
2673,64.5,1,4,Ficus maxima,36.52626726
2674,65.5,0,4,Rollinia pittieri,36.51304191
2675,65.5,0,4,Rollinia pittieri,49.31343123
2676,65.5,0,8,Rollinia pittieri,36.51304191
2677,65.5,0,8,Rollinia pittieri,49.31343123
2678,65.8,0,5,Pterocarpus rohrii,21.42435126
2679,66.5,0,4,Cordia alliodora,14.12183909
2680,66.5,0,4,Cordia alliodora,4.161102364
2681,66.5,0,4,Cordia alliodora,18.09489707
2682,66.5,0,6,Cordia alliodora,18.09489707
2683,66.5,0,6,Cordia alliodora,4.161102364
2684,66.5,0,6,Cordia alliodora,14.12183909
2685,66.5,0,8,Virola koschnyi,4.161102364
2686,66.5,0,8,Virola koschnyi,18.09489707
2687,66.5,0,8,Virola koschnyi,14.12183909
2688,67,0,9,Hernandia didymantha,21.80606873
2689,67.5,0,10,Goethalsia meiantha,14.44008656
2690,68,1,1,Virola koschnyi,18.17549919
2691,69,0,7,Pentaclethra macroloba,25.99819189
2692,69.5,0,10,Stryphnodendron microstachyum,21.92244921
2693,69.5,0,10,Stryphnodendron microstachyum,27.05133359
2694,69.5,0,10,Stryphnodendron microstachyum,29.07032164
2695,69.5,0,10,Stryphnodendron microstachyum,2.902447243
2696,69.5,0,4,Goethalsia meiantha,27.05133359
2697,69.5,0,4,Goethalsia meiantha,21.92244921
2698,69.5,0,4,Goethalsia meiantha,29.07032164
2699,69.5,0,4,Goethalsia meiantha,2.902447243
2700,69.5,0,8,Goethalsia meiantha,21.92244921
2701,69.5,0,8,Goethalsia meiantha,29.07032164
2702,69.5,0,8,Goethalsia meiantha,2.902447243
2703,69.5,0,8,Goethalsia meiantha,29.07032164
2704,69.5,0,8,Goethalsia meiantha,21.92244921
2705,69.5,0,8,Goethalsia meiantha,2.902447243
2706,69.5,0,8,Goethalsia meiantha,27.05133359
2707,69.5,0,8,Goethalsia meiantha,27.05133359
2708,69.5,0,8,Stryphnodendron microstachyum,21.92244921
2709,69.5,0,8,Stryphnodendron microstachyum,29.07032164
2710,69.5,0,8,Stryphnodendron microstachyum,2.902447243
2711,69.5,0,8,Stryphnodendron microstachyum,29.07032164
2712,69.5,0,8,Stryphnodendron microstachyum,21.92244921
2713,69.5,0,8,Stryphnodendron microstachyum,2.902447243
2714,69.5,0,8,Stryphnodendron microstachyum,27.05133359
2715,69.5,0,8,Stryphnodendron microstachyum,27.05133359
2716,69.9,0,4,Pentaclethra macroloba,61.8528908
2717,7,0,1,Lecythis ampla,18.44410702
2718,7,0,1,Lecythis ampla,36.69294483
2719,7,0,1,Lecythis ampla,5.278822169
2720,7,0,1,Lecythis ampla,19.47705507
2721,7,0,1,Lecythis ampla,27.36263498
2722,7,0,4,Desmopsis microcarpa,5.278822169
2723,7,0,4,Desmopsis microcarpa,18.44410702
2724,7,0,4,Desmopsis microcarpa,27.36263498
2725,7,0,4,Desmopsis microcarpa,19.47705507
2726,7,0,4,Desmopsis microcarpa,36.69294483
2727,7,0,5,Zigia gigantifoliola,27.36263498
2728,7,0,5,Zigia gigantifoliola,36.69294483
2729,7,0,5,Zigia gigantifoliola,18.44410702
2730,7,0,5,Zigia gigantifoliola,18.44410702
2731,7,0,5,Zigia gigantifoliola,5.278822169
2732,7,0,5,Zigia gigantifoliola,19.47705507
2733,7,0,5,Zigia gigantifoliola,19.47705507
2734,7,0,5,Zigia gigantifoliola,27.36263498
2735,7,0,5,Zigia gigantifoliola,5.278822169
2736,7,0,5,Zigia gigantifoliola,36.69294483
2737,7,0,5,Cordia dwyeri,27.36263498
2738,7,0,5,Cordia dwyeri,36.69294483
2739,7,0,5,Cordia dwyeri,18.44410702
2740,7,0,5,Cordia dwyeri,18.44410702
2741,7,0,5,Cordia dwyeri,5.278822169
2742,7,0,5,Cordia dwyeri,19.47705507
2743,7,0,5,Cordia dwyeri,19.47705507
2744,7,0,5,Cordia dwyeri,27.36263498
2745,7,0,5,Cordia dwyeri,5.278822169
2746,7,0,5,Cordia dwyeri,36.69294483
2747,7,0,9,Psychotria panamensis,19.47705507
2748,7,0,9,Psychotria panamensis,27.36263498
2749,7,0,9,Psychotria panamensis,18.44410702
2750,7,0,9,Psychotria panamensis,36.69294483
2751,7,0,9,Psychotria panamensis,5.278822169
2752,7,1,8,Minquartia guianensis,67.73184206
2753,7.1,0,4,Warscewiczia coccinea,15.72509459
2754,7.1,0,4,Warscewiczia coccinea,22.25578053
2755,7.1,0,5,Compsoneura sprucei,15.72509459
2756,7.1,0,5,Compsoneura sprucei,22.25578053
2757,7.2,0,4,Vochysia guatemalensis,18.64903268
2758,7.2,0,4,Vochysia guatemalensis,23.54574271
2759,7.2,0,4,Vochysia guatemalensis,31.18647827
2760,7.2,0,5,Pentagonia donnell-smithii,23.54574271
2761,7.2,0,5,Pentagonia donnell-smithii,18.64903268
2762,7.2,0,5,Pentagonia donnell-smithii,31.18647827
2763,7.2,0,9,Celtis schippii,31.18647827
2764,7.2,0,9,Celtis schippii,18.64903268
2765,7.2,0,9,Celtis schippii,23.54574271
2766,7.3,0,5,Dinizia excelsa,22.31036572
2767,7.3,0,5,Dinizia excelsa,30.51389907
2768,7.3,0,9,Meliosma donnell-smithii,30.51389907
2769,7.3,0,9,Meliosma donnell-smithii,22.31036572
2770,7.3,1,5,Inga alba,17.52522285
2771,7.4,0,4,Talauma sambuensis,26.23673214
2772,7.4,0,4,Talauma sambuensis,19.85321717
2773,7.4,0,4,Talauma sambuensis,13.14389592
2774,7.4,0,5,Neea psychotriodes,26.23673214
2775,7.4,0,5,Neea psychotriodes,19.85321717
2776,7.4,0,5,Neea psychotriodes,19.85321717
2777,7.4,0,5,Neea psychotriodes,13.14389592
2778,7.4,0,5,Neea psychotriodes,26.23673214
2779,7.4,0,5,Neea psychotriodes,13.14389592
2780,7.4,0,5,Chrysophyllum venezuelanense,26.23673214
2781,7.4,0,5,Chrysophyllum venezuelanense,19.85321717
2782,7.4,0,5,Chrysophyllum venezuelanense,19.85321717
2783,7.4,0,5,Chrysophyllum venezuelanense,13.14389592
2784,7.4,0,5,Chrysophyllum venezuelanense,26.23673214
2785,7.4,0,5,Chrysophyllum venezuelanense,13.14389592
2786,7.4,1,9,Coussarea sp,24.75359556
2787,7.5,0,4,Maranthes panamensis,39.08529775
2788,7.5,0,4,Maranthes panamensis,30.64902495
2789,7.5,0,4,Maranthes panamensis,42.76694635
2790,7.5,0,4,Maranthes panamensis,42.76694635
2791,7.5,0,4,Maranthes panamensis,42.76694635
2792,7.5,0,4,Maranthes panamensis,30.64902495
2793,7.5,0,4,Maranthes panamensis,26.61732785
2794,7.5,0,4,Maranthes panamensis,25.85974671
2795,7.5,0,4,Maranthes panamensis,25.85974671
2796,7.5,0,4,Maranthes panamensis,25.85974671
2797,7.5,0,4,Maranthes panamensis,39.08529775
2798,7.5,0,4,Maranthes panamensis,26.61732785
2799,7.5,0,4,Maranthes panamensis,39.08529775
2800,7.5,0,4,Maranthes panamensis,26.61732785
2801,7.5,0,4,Maranthes panamensis,30.64902495
2802,7.5,0,4,Quararibea parvifolia,39.08529775
2803,7.5,0,4,Quararibea parvifolia,30.64902495
2804,7.5,0,4,Quararibea parvifolia,42.76694635
2805,7.5,0,4,Quararibea parvifolia,42.76694635
2806,7.5,0,4,Quararibea parvifolia,42.76694635
2807,7.5,0,4,Quararibea parvifolia,30.64902495
2808,7.5,0,4,Quararibea parvifolia,26.61732785
2809,7.5,0,4,Quararibea parvifolia,25.85974671
2810,7.5,0,4,Quararibea parvifolia,25.85974671
2811,7.5,0,4,Quararibea parvifolia,25.85974671
2812,7.5,0,4,Quararibea parvifolia,39.08529775
2813,7.5,0,4,Quararibea parvifolia,26.61732785
2814,7.5,0,4,Quararibea parvifolia,39.08529775
2815,7.5,0,4,Quararibea parvifolia,26.61732785
2816,7.5,0,4,Quararibea parvifolia,30.64902495
2817,7.5,0,4,Inga ruiziana,39.08529775
2818,7.5,0,4,Inga ruiziana,30.64902495
2819,7.5,0,4,Inga ruiziana,42.76694635
2820,7.5,0,4,Inga ruiziana,42.76694635
2821,7.5,0,4,Inga ruiziana,42.76694635
2822,7.5,0,4,Inga ruiziana,30.64902495
2823,7.5,0,4,Inga ruiziana,26.61732785
2824,7.5,0,4,Inga ruiziana,25.85974671
2825,7.5,0,4,Inga ruiziana,25.85974671
2826,7.5,0,4,Inga ruiziana,25.85974671
2827,7.5,0,4,Inga ruiziana,39.08529775
2828,7.5,0,4,Inga ruiziana,26.61732785
2829,7.5,0,4,Inga ruiziana,39.08529775
2830,7.5,0,4,Inga ruiziana,26.61732785
2831,7.5,0,4,Inga ruiziana,30.64902495
2832,7.5,0,5,Guarea rhopalocarpa,25.85974671
2833,7.5,0,5,Guarea rhopalocarpa,42.76694635
2834,7.5,0,5,Guarea rhopalocarpa,39.08529775
2835,7.5,0,5,Guarea rhopalocarpa,26.61732785
2836,7.5,0,5,Guarea rhopalocarpa,30.64902495
2837,7.5,0,7,Sloanea laevigata,25.85974671
2838,7.5,0,7,Sloanea laevigata,42.76694635
2839,7.5,0,7,Sloanea laevigata,39.08529775
2840,7.5,0,7,Sloanea laevigata,30.64902495
2841,7.5,0,7,Sloanea laevigata,26.61732785
2842,7.6,0,9,Durio zibethianus,20.71349574
2843,7.7,0,4,Jacaranda copaia,42.40632916
2844,7.7,0,4,Jacaranda copaia,18.53780909
2845,7.7,0,4,Jacaranda copaia,23.81697924
2846,7.7,0,4,Jacaranda copaia,25.86002108
2847,7.7,0,5,Guarea bullata,23.81697924
2848,7.7,0,5,Guarea bullata,42.40632916
2849,7.7,0,5,Guarea bullata,25.86002108
2850,7.7,0,5,Guarea bullata,18.53780909
2851,7.7,0,6,Brosimum alicastrum,18.53780909
2852,7.7,0,6,Brosimum alicastrum,25.86002108
2853,7.7,0,6,Brosimum alicastrum,23.81697924
2854,7.7,0,6,Brosimum alicastrum,42.40632916
2855,7.7,0,9,Ficus maxima,25.86002108
2856,7.7,0,9,Ficus maxima,42.40632916
2857,7.7,0,9,Ficus maxima,23.81697924
2858,7.7,0,9,Ficus maxima,18.53780909
2859,7.8,0,10,Inga sertulifera,9.702958312
2860,7.8,0,10,Inga sertulifera,44.84434619
2861,7.8,0,7,Pterocarpus rohrii,44.84434619
2862,7.8,0,7,Pterocarpus rohrii,9.702958312
2863,7.8,1,1,Eschweilera calyculata,12.67818966
2864,7.8,1,1,Eschweilera calyculata,39.0766887
2865,7.8,1,4,Terminalia oblonga,39.0766887
2866,7.8,1,4,Terminalia oblonga,12.67818966
2867,7.9,0,6,Neea psychotriodes,27.08082023
2868,7.9,0,6,Neea psychotriodes,35.76550746
2869,7.9,0,7,Tapirira myriantha,35.76550746
2870,7.9,0,7,Tapirira myriantha,27.08082023
2871,7.9,1,5,Tapirira myriantha,30.63451579
2872,70,0,4,Pentaclethra macroloba,22.76589774
2873,71,0,5,Simira maxonii,10.46896507
2874,71.5,1,6,Clarisia mexicana,18.38318487
2875,73,0,9,Pentaclethra macroloba,4.853784756
2876,74.7,0,5,Pentaclethra macroloba,27.58972215
2877,75.5,0,5,Cedrela odorata,34.58706633
2878,76,1,5,Hyeronima alchorneoides,2.640585985
2879,76.3,0,4,Cordia alliodora,55.5092758
2880,76.3,0,4,Cordia alliodora,54.19728776
2881,76.3,0,4,Cordia alliodora,55.5092758
2882,76.3,0,4,Cordia alliodora,54.19728776
2883,76.3,0,4,Apeiba membranacea,55.5092758
2884,76.3,0,4,Apeiba membranacea,54.19728776
2885,76.3,0,4,Apeiba membranacea,55.5092758
2886,76.3,0,4,Apeiba membranacea,54.19728776
2887,77,0,5,Balizia elegans,2.271687094
2888,77,0,5,Balizia elegans,27.96058505
2889,77,0,7,Ocotea hartshorniana,27.96058505
2890,77,0,7,Ocotea hartshorniana,2.271687094
2891,79.5,0,5,Hyeronima alchorneoides,9.506475122
2892,79.5,0,5,Hyeronima alchorneoides,28.24808471
2893,79.5,0,8,Swartzia cubensis,9.506475122
2894,79.5,0,8,Swartzia cubensis,28.24808471
2895,8,0,4,Inga ruiziana,46.67602393
2896,8,0,4,Inga ruiziana,45.82407398
2897,8,0,4,Inga ruiziana,31.6650754
2898,8,0,4,Inga ruiziana,45.82407398
2899,8,0,4,Inga ruiziana,32.62204484
2900,8,0,4,Inga ruiziana,32.62204484
2901,8,0,4,Inga ruiziana,40.01119968
2902,8,0,4,Inga ruiziana,46.67602393
2903,8,0,4,Inga ruiziana,40.01119968
2904,8,0,4,Inga ruiziana,31.6650754
2905,8,0,4,Prioria copaifera,46.67602393
2906,8,0,4,Prioria copaifera,45.82407398
2907,8,0,4,Prioria copaifera,31.6650754
2908,8,0,4,Prioria copaifera,45.82407398
2909,8,0,4,Prioria copaifera,32.62204484
2910,8,0,4,Prioria copaifera,32.62204484
2911,8,0,4,Prioria copaifera,40.01119968
2912,8,0,4,Prioria copaifera,46.67602393
2913,8,0,4,Prioria copaifera,40.01119968
2914,8,0,4,Prioria copaifera,31.6650754
2915,8,0,8,Prioria copaifera,46.67602393
2916,8,0,8,Prioria copaifera,40.01119968
2917,8,0,8,Prioria copaifera,31.6650754
2918,8,0,8,Prioria copaifera,32.62204484
2919,8,0,8,Prioria copaifera,45.82407398
2920,8,0,9,Hymenolobium mesoamericanum ,31.6650754
2921,8,0,9,Hymenolobium mesoamericanum ,45.82407398
2922,8,0,9,Hymenolobium mesoamericanum ,45.82407398
2923,8,0,9,Hymenolobium mesoamericanum ,31.6650754
2924,8,0,9,Hymenolobium mesoamericanum ,46.67602393
2925,8,0,9,Hymenolobium mesoamericanum ,32.62204484
2926,8,0,9,Hymenolobium mesoamericanum ,40.01119968
2927,8,0,9,Hymenolobium mesoamericanum ,32.62204484
2928,8,0,9,Hymenolobium mesoamericanum ,40.01119968
2929,8,0,9,Hymenolobium mesoamericanum ,46.67602393
2930,8,0,9,Castilla elastica,31.6650754
2931,8,0,9,Castilla elastica,45.82407398
2932,8,0,9,Castilla elastica,45.82407398
2933,8,0,9,Castilla elastica,31.6650754
2934,8,0,9,Castilla elastica,46.67602393
2935,8,0,9,Castilla elastica,32.62204484
2936,8,0,9,Castilla elastica,40.01119968
2937,8,0,9,Castilla elastica,32.62204484
2938,8,0,9,Castilla elastica,40.01119968
2939,8,0,9,Castilla elastica,46.67602393
2940,8.1,0,9,Virola koschnyi,20.76391742
2941,8.1,1,4,Virola koschnyi,34.24699257
2942,8.2,0,7,Hamelia patens,40.21546083
2943,8.2,1,1,Compsoneura sprucei,44.61462979
2944,8.3,0,7,Cordia eriostigma,36.02564793
2945,8.3,0,7,Cordia eriostigma,9.031081177
2946,8.3,0,9,Warscewiczia coccinea,9.031081177
2947,8.3,0,9,Warscewiczia coccinea,36.02564793
2948,8.3,1,1,Aegiphila falcata,7.191975977
2949,8.4,0,5,Guarea rhopalocarpa,13.83150607
2950,8.5,0,10,Inga ruiziana,22.49189026
2951,8.5,0,10,Inga ruiziana,7.782328251
2952,8.5,0,10,Inga ruiziana,44.68018402
2953,8.5,0,10,Inga ruiziana,9.190788867
2954,8.5,0,9,Calyptrogyne ghiesbreghtiana,7.782328251
2955,8.5,0,9,Calyptrogyne ghiesbreghtiana,44.68018402
2956,8.5,0,9,Calyptrogyne ghiesbreghtiana,44.68018402
2957,8.5,0,9,Calyptrogyne ghiesbreghtiana,22.49189026
2958,8.5,0,9,Calyptrogyne ghiesbreghtiana,44.68018402
2959,8.5,0,9,Calyptrogyne ghiesbreghtiana,22.49189026
2960,8.5,0,9,Calyptrogyne ghiesbreghtiana,22.49189026
2961,8.5,0,9,Calyptrogyne ghiesbreghtiana,7.782328251
2962,8.5,0,9,Calyptrogyne ghiesbreghtiana,9.190788867
2963,8.5,0,9,Calyptrogyne ghiesbreghtiana,7.782328251
2964,8.5,0,9,Calyptrogyne ghiesbreghtiana,9.190788867
2965,8.5,0,9,Calyptrogyne ghiesbreghtiana,9.190788867
2966,8.5,0,9,Faramea multiflora,7.782328251
2967,8.5,0,9,Faramea multiflora,44.68018402
2968,8.5,0,9,Faramea multiflora,44.68018402
2969,8.5,0,9,Faramea multiflora,22.49189026
2970,8.5,0,9,Faramea multiflora,44.68018402
2971,8.5,0,9,Faramea multiflora,22.49189026
2972,8.5,0,9,Faramea multiflora,22.49189026
2973,8.5,0,9,Faramea multiflora,7.782328251
2974,8.5,0,9,Faramea multiflora,9.190788867
2975,8.5,0,9,Faramea multiflora,7.782328251
2976,8.5,0,9,Faramea multiflora,9.190788867
2977,8.5,0,9,Faramea multiflora,9.190788867
2978,8.5,0,9,Siparuna pauciflora,7.782328251
2979,8.5,0,9,Siparuna pauciflora,44.68018402
2980,8.5,0,9,Siparuna pauciflora,44.68018402
2981,8.5,0,9,Siparuna pauciflora,22.49189026
2982,8.5,0,9,Siparuna pauciflora,44.68018402
2983,8.5,0,9,Siparuna pauciflora,22.49189026
2984,8.5,0,9,Siparuna pauciflora,22.49189026
2985,8.5,0,9,Siparuna pauciflora,7.782328251
2986,8.5,0,9,Siparuna pauciflora,9.190788867
2987,8.5,0,9,Siparuna pauciflora,7.782328251
2988,8.5,0,9,Siparuna pauciflora,9.190788867
2989,8.5,0,9,Siparuna pauciflora,9.190788867
2990,8.6,0,9,Lonchocarpus pentaphyllus ,48.61409281
2991,8.7,0,9,Neea amplifolia,16.12193586
2992,8.8,0,1,Lacistema aggregatum,30.44530373
2993,8.8,0,1,Lacistema aggregatum,35.43585755
2994,8.8,0,1,Lacistema aggregatum,8.438854099
2995,8.8,0,4,Cordia dwyeri,8.438854099
2996,8.8,0,4,Cordia dwyeri,35.43585755
2997,8.8,0,4,Cordia dwyeri,30.44530373
2998,8.8,0,8,Cordia dwyeri,8.438854099
2999,8.8,0,8,Cordia dwyeri,30.44530373
3000,8.8,0,8,Cordia dwyeri,35.43585755
