,DBH,Foraged,Colony,Species,Distance
1970,45,0,9,Goethalsia meiantha,33.09060874
1971,45,0,9,Goethalsia meiantha,38.75773302
1972,45,0,9,Goethalsia meiantha,22.68576289
1973,45,0,9,Goethalsia meiantha,22.68576289
1974,45,0,9,Goethalsia meiantha,29.56212743
1975,45,0,9,Goethalsia meiantha,29.56212743
1976,45,0,9,Goethalsia meiantha,33.09060874
1977,45,0,9,Goethalsia meiantha,22.68576289
1978,45,0,9,Goethalsia meiantha,22.68576289
1979,45,0,9,Goethalsia meiantha,29.56212743
1980,45,0,9,Goethalsia meiantha,33.09060874
1981,45,0,9,Goethalsia meiantha,33.09060874
1982,45,0,9,Goethalsia meiantha,29.56212743
1983,45,0,9,Goethalsia meiantha,38.75773302
1984,45,0,9,Goethalsia meiantha,38.75773302
1985,45,0,9,Goethalsia meiantha,38.75773302
1986,45,0,9,Goethalsia meiantha,33.09060874
1987,45,0,9,Goethalsia meiantha,38.75773302
1988,45,0,9,Goethalsia meiantha,22.68576289
1989,45.1,0,7,Miconia multispicata,48.9307815
1990,45.4,0,9,Cordia alliodora,25.54074245
1991,45.4,1,9,Cordia alliodora,35.24056785
1992,45.5,0,9,Cordia alliodora,28.09970403
1993,45.5,0,9,Cordia alliodora,17.59851995
1994,45.5,0,9,Cordia alliodora,17.59851995
1995,45.5,0,9,Cordia alliodora,28.09970403
1996,45.5,0,9,Cordia alliodora,28.09970403
1997,45.5,0,9,Cordia alliodora,17.59851995
1998,45.5,0,9,Cordia alliodora,17.59851995
1999,45.5,0,9,Cordia alliodora,28.09970403
2000,45.8,0,5,Castilla elastica,26.89662599
2001,46.5,0,5,Pouteria glomerulata,11.30630965
2002,46.5,0,5,Pouteria glomerulata,33.14222801
2003,46.5,0,7,Pentaclethra macroloba,11.30630965
2004,46.5,0,7,Pentaclethra macroloba,33.14222801
2005,46.5,1,6,Casearia corymbosa,17.62553917
2006,46.9,0,1,Simira maxonii,21.62634241
2007,46.9,0,1,Simira maxonii,22.1701996
2008,46.9,0,1,Simira maxonii,16.92818092
2009,46.9,0,9,Simira maxonii,16.92818092
2010,46.9,0,9,Simira maxonii,22.1701996
2011,46.9,0,9,Simira maxonii,22.1701996
2012,46.9,0,9,Simira maxonii,21.62634241
2013,46.9,0,9,Simira maxonii,21.62634241
2014,46.9,0,9,Simira maxonii,16.92818092
2015,46.9,0,9,Cordia alliodora,16.92818092
2016,46.9,0,9,Cordia alliodora,22.1701996
2017,46.9,0,9,Cordia alliodora,22.1701996
2018,46.9,0,9,Cordia alliodora,21.62634241
2019,46.9,0,9,Cordia alliodora,21.62634241
2020,46.9,0,9,Cordia alliodora,16.92818092
2021,47.1,0,9,Apeiba membranacea,32.78295829
2022,47.2,0,4,Hampea appendiculata,38.01303592
2023,47.4,1,4,Pterocarpus rohrii,11.65078967
2024,47.5,0,1,Protium panamense,32.46422983
2025,47.5,0,1,Protium panamense,16.6251406
2026,47.5,0,1,Protium panamense,32.9987424
2027,47.5,0,4,Hampea appendiculata,16.6251406
2028,47.5,0,4,Hampea appendiculata,16.6251406
2029,47.5,0,4,Hampea appendiculata,32.9987424
2030,47.5,0,4,Hampea appendiculata,32.46422983
2031,47.5,0,4,Hampea appendiculata,32.46422983
2032,47.5,0,4,Hampea appendiculata,32.9987424
2033,47.5,0,4,Castilla elastica,16.6251406
2034,47.5,0,4,Castilla elastica,16.6251406
2035,47.5,0,4,Castilla elastica,32.9987424
2036,47.5,0,4,Castilla elastica,32.46422983
2037,47.5,0,4,Castilla elastica,32.46422983
2038,47.5,0,4,Castilla elastica,32.9987424
2039,47.5,1,1,Lacmellea panamensis,40.2432501
2040,48,0,8,Simira maxonii,40.11793576
2041,48,1,4,Simira maxonii,24.28173182
2042,48.5,1,9,Cordia alliodora,10.88730264
2043,48.7,0,4,Goethalsia meiantha,33.64098245
2044,48.7,0,4,Goethalsia meiantha,34.04451599
2045,48.7,0,4,Goethalsia meiantha,36.66684478
2046,48.7,0,6,Goethalsia meiantha,34.04451599
2047,48.7,0,6,Goethalsia meiantha,33.64098245
2048,48.7,0,6,Goethalsia meiantha,36.66684478
2049,48.7,0,8,Goethalsia meiantha,34.04451599
2050,48.7,0,8,Goethalsia meiantha,33.64098245
2051,48.7,0,8,Goethalsia meiantha,36.66684478
2052,48.7,1,6,Dendropanax arboreus,31.99363306
2053,48.9,0,6,Cordia alliodora,12.03158733
2054,49.1,1,9,Inga paterno,24.22904714
2055,49.2,0,4,Inga paterno,22.57427627
2056,49.2,0,4,Inga paterno,38.71840002
2057,49.2,0,8,Inga paterno,22.57427627
2058,49.2,0,8,Inga paterno,38.71840002
2059,49.5,0,9,Cordia alliodora,24.343067
2060,49.8,0,6,Hernandia stenura,32.40462143
2061,5,0,4,Vochysia ferruginea,15.70673741
2062,5,0,4,Vochysia ferruginea,21.25805855
2063,5,0,9,Otoba novogranatensis,15.70673741
2064,5,0,9,Otoba novogranatensis,21.25805855
2065,5.1,0,4,Pentagonia donnell-smithii,31.86848018
2066,5.1,0,4,Pentagonia donnell-smithii,20.21505627
2067,5.1,0,4,Pentagonia donnell-smithii,21.32052697
2068,5.1,0,4,Pentagonia donnell-smithii,7.977534724
2069,5.1,0,5,Posoqueria grandiflora,7.977534724
2070,5.1,0,5,Posoqueria grandiflora,31.86848018
2071,5.1,0,5,Posoqueria grandiflora,20.21505627
2072,5.1,0,5,Posoqueria grandiflora,21.32052697
2073,5.1,0,8,Pentagonia donnell-smithii,31.86848018
2074,5.1,0,8,Pentagonia donnell-smithii,7.977534724
2075,5.1,0,8,Pentagonia donnell-smithii,20.21505627
2076,5.1,0,8,Pentagonia donnell-smithii,21.32052697
2077,5.1,0,9,Miconia multispicata,7.977534724
2078,5.1,0,9,Miconia multispicata,20.21505627
2079,5.1,0,9,Miconia multispicata,31.86848018
2080,5.1,0,9,Miconia multispicata,21.32052697
2081,5.2,0,1,Herrania purpurea,22.16036955
2082,5.2,0,1,Herrania purpurea,28.0904217
2083,5.2,0,1,Herrania purpurea,7.706454871
2084,5.2,0,1,Herrania purpurea,20.51048471
2085,5.2,0,7,Dussia macroprophyllata,20.51048471
2086,5.2,0,7,Dussia macroprophyllata,22.16036955
2087,5.2,0,7,Dussia macroprophyllata,7.706454871
2088,5.2,0,7,Dussia macroprophyllata,7.706454871
2089,5.2,0,7,Dussia macroprophyllata,28.0904217
2090,5.2,0,7,Dussia macroprophyllata,20.51048471
2091,5.2,0,7,Dussia macroprophyllata,28.0904217
2092,5.2,0,7,Dussia macroprophyllata,22.16036955
2093,5.2,0,7,Sacoglottis trichogyna,20.51048471
2094,5.2,0,7,Sacoglottis trichogyna,22.16036955
2095,5.2,0,7,Sacoglottis trichogyna,7.706454871
2096,5.2,0,7,Sacoglottis trichogyna,7.706454871
2097,5.2,0,7,Sacoglottis trichogyna,28.0904217
2098,5.2,0,7,Sacoglottis trichogyna,20.51048471
2099,5.2,0,7,Sacoglottis trichogyna,28.0904217
2100,5.2,0,7,Sacoglottis trichogyna,22.16036955
2101,5.2,0,9,Jacaratia dolichaula,28.0904217
2102,5.2,0,9,Jacaratia dolichaula,7.706454871
2103,5.2,0,9,Jacaratia dolichaula,22.16036955
2104,5.2,0,9,Jacaratia dolichaula,20.51048471
2105,5.3,0,4,Mabea occidentalis,58.84815205
2106,5.3,0,4,Mabea occidentalis,11.17731941
2107,5.3,0,4,Mabea occidentalis,39.29506011
2108,5.3,0,4,Mabea occidentalis,39.29506011
2109,5.3,0,4,Mabea occidentalis,11.17731941
2110,5.3,0,4,Mabea occidentalis,58.84815205
2111,5.3,0,4,Mabea occidentalis,32.53951751
2112,5.3,0,4,Mabea occidentalis,32.53951751
2113,5.3,0,4,Swartzia cubensis,58.84815205
2114,5.3,0,4,Swartzia cubensis,11.17731941
2115,5.3,0,4,Swartzia cubensis,39.29506011
2116,5.3,0,4,Swartzia cubensis,39.29506011
2117,5.3,0,4,Swartzia cubensis,11.17731941
2118,5.3,0,4,Swartzia cubensis,58.84815205
2119,5.3,0,4,Swartzia cubensis,32.53951751
2120,5.3,0,4,Swartzia cubensis,32.53951751
2121,5.3,0,8,Swartzia cubensis,11.17731941
2122,5.3,0,8,Swartzia cubensis,11.17731941
2123,5.3,0,8,Swartzia cubensis,58.84815205
2124,5.3,0,8,Swartzia cubensis,39.29506011
2125,5.3,0,8,Swartzia cubensis,39.29506011
2126,5.3,0,8,Swartzia cubensis,32.53951751
2127,5.3,0,8,Swartzia cubensis,58.84815205
2128,5.3,0,8,Swartzia cubensis,32.53951751
2129,5.3,0,8,Mabea occidentalis,11.17731941
2130,5.3,0,8,Mabea occidentalis,11.17731941
2131,5.3,0,8,Mabea occidentalis,58.84815205
2132,5.3,0,8,Mabea occidentalis,39.29506011
2133,5.3,0,8,Mabea occidentalis,39.29506011
2134,5.3,0,8,Mabea occidentalis,32.53951751
2135,5.3,0,8,Mabea occidentalis,58.84815205
2136,5.3,0,8,Mabea occidentalis,32.53951751
2137,5.4,0,4,Paullinia pinnata,16.37583586
2138,5.5,0,5,Inga leiocalycina,10.49374149
2139,5.5,0,5,Inga leiocalycina,32.3466422
2140,5.5,0,5,Inga leiocalycina,40.13896301
2141,5.5,0,5,Inga leiocalycina,26.5615902
2142,5.5,0,5,Inga leiocalycina,18.04954873
2143,5.5,0,6,Pentagonia donnell-smithii,40.13896301
2144,5.5,0,6,Pentagonia donnell-smithii,18.04954873
2145,5.5,0,6,Pentagonia donnell-smithii,32.3466422
2146,5.5,0,6,Pentagonia donnell-smithii,26.5615902
2147,5.5,0,6,Pentagonia donnell-smithii,10.49374149
2148,5.5,0,8,Neea amplifolia,40.13896301
2149,5.5,0,8,Neea amplifolia,10.49374149
2150,5.5,0,8,Neea amplifolia,32.3466422
2151,5.5,0,8,Neea amplifolia,26.5615902
2152,5.5,0,8,Neea amplifolia,18.04954873
2153,5.5,0,9,Lacistema aggregatum,18.04954873
2154,5.5,0,9,Lacistema aggregatum,18.04954873
2155,5.5,0,9,Lacistema aggregatum,40.13896301
2156,5.5,0,9,Lacistema aggregatum,32.3466422
2157,5.5,0,9,Lacistema aggregatum,10.49374149
2158,5.5,0,9,Lacistema aggregatum,40.13896301
2159,5.5,0,9,Lacistema aggregatum,26.5615902
2160,5.5,0,9,Lacistema aggregatum,32.3466422
2161,5.5,0,9,Lacistema aggregatum,26.5615902
2162,5.5,0,9,Lacistema aggregatum,10.49374149
2163,5.5,0,9,Meliosma donnell-smithii,18.04954873
2164,5.5,0,9,Meliosma donnell-smithii,18.04954873
2165,5.5,0,9,Meliosma donnell-smithii,40.13896301
2166,5.5,0,9,Meliosma donnell-smithii,32.3466422
2167,5.5,0,9,Meliosma donnell-smithii,10.49374149
2168,5.5,0,9,Meliosma donnell-smithii,40.13896301
2169,5.5,0,9,Meliosma donnell-smithii,26.5615902
2170,5.5,0,9,Meliosma donnell-smithii,32.3466422
2171,5.5,0,9,Meliosma donnell-smithii,26.5615902
2172,5.5,0,9,Meliosma donnell-smithii,10.49374149
2173,5.6,0,7,Tapirira myriantha,22.5962639
2174,5.7,0,1,Bactris coloradensis,29.53189973
2175,5.7,0,1,Bactris coloradensis,32.29384616
2176,5.7,0,1,Bactris coloradensis,26.96105562
2177,5.7,0,1,Bactris coloradensis,18.64102883
2178,5.7,0,1,Bactris coloradensis,48.08405429
2179,5.7,0,4,Pouteria torta,29.53189973
2180,5.7,0,4,Pouteria torta,48.08405429
2181,5.7,0,4,Pouteria torta,18.64102883
2182,5.7,0,4,Pouteria torta,26.96105562
2183,5.7,0,4,Pouteria torta,32.29384616
2184,5.7,0,7,Cordia dwyeri,48.08405429
2185,5.7,0,7,Cordia dwyeri,26.96105562
2186,5.7,0,7,Cordia dwyeri,29.53189973
2187,5.7,0,7,Cordia dwyeri,18.64102883
2188,5.7,0,7,Cordia dwyeri,32.29384616
2189,5.7,0,9,Ocotea hartshorniana,26.96105562
2190,5.7,0,9,Ocotea hartshorniana,48.08405429
2191,5.7,0,9,Ocotea hartshorniana,29.53189973
2192,5.7,0,9,Ocotea hartshorniana,32.29384616
2193,5.7,0,9,Ocotea hartshorniana,48.08405429
2194,5.7,0,9,Ocotea hartshorniana,18.64102883
2195,5.7,0,9,Ocotea hartshorniana,18.64102883
2196,5.7,0,9,Ocotea hartshorniana,32.29384616
2197,5.7,0,9,Ocotea hartshorniana,26.96105562
2198,5.7,0,9,Ocotea hartshorniana,29.53189973
2199,5.7,0,9,Bactris coloradensis,26.96105562
2200,5.7,0,9,Bactris coloradensis,48.08405429
2201,5.7,0,9,Bactris coloradensis,29.53189973
2202,5.7,0,9,Bactris coloradensis,32.29384616
2203,5.7,0,9,Bactris coloradensis,48.08405429
2204,5.7,0,9,Bactris coloradensis,18.64102883
2205,5.7,0,9,Bactris coloradensis,18.64102883
2206,5.7,0,9,Bactris coloradensis,32.29384616
2207,5.7,0,9,Bactris coloradensis,26.96105562
2208,5.7,0,9,Bactris coloradensis,29.53189973
2209,5.8,0,5,Compsoneura sprucei,34.70242064
2210,5.8,0,5,Compsoneura sprucei,31.50157527
2211,5.8,0,5,Compsoneura sprucei,6.521955555
2212,5.8,0,9,Lacunaria panamensis,31.50157527
2213,5.8,0,9,Lacunaria panamensis,31.50157527
2214,5.8,0,9,Lacunaria panamensis,34.70242064
2215,5.8,0,9,Lacunaria panamensis,6.521955555
2216,5.8,0,9,Lacunaria panamensis,6.521955555
2217,5.8,0,9,Lacunaria panamensis,34.70242064
2218,5.8,0,9,Croton schiedeanus,31.50157527
2219,5.8,0,9,Croton schiedeanus,31.50157527
2220,5.8,0,9,Croton schiedeanus,34.70242064
2221,5.8,0,9,Croton schiedeanus,6.521955555
2222,5.8,0,9,Croton schiedeanus,6.521955555
2223,5.8,0,9,Croton schiedeanus,34.70242064
2224,5.9,0,4,Cojoba valerioi,43.08531188
2225,5.9,0,4,Cojoba valerioi,5.56400241
2226,5.9,0,4,Cojoba valerioi,30.98645283
2227,5.9,0,5,Carapa guianensis,43.08531188
2228,5.9,0,5,Carapa guianensis,30.98645283
2229,5.9,0,5,Carapa guianensis,5.56400241
2230,5.9,0,8,Cojoba valerioi,5.56400241
2231,5.9,0,8,Cojoba valerioi,30.98645283
2232,5.9,0,8,Cojoba valerioi,43.08531188
2233,50,0,6,Pterocarpus rohrii,35.99195922
2234,50,0,6,Pterocarpus rohrii,38.1075147
2235,50,0,9,Cordia alliodora,35.99195922
2236,50,0,9,Cordia alliodora,38.1075147
2237,50.4,0,4,Ocotea cernua,46.96647741
2238,50.4,1,7,Simira maxonii,6.176268749
2239,50.4,1,7,Simira maxonii,33.66441295
2240,50.4,1,8,Ocotea cernua,6.176268749
2241,50.4,1,8,Ocotea cernua,33.66441295
2242,51.8,0,4,Protium panamense,35.25785728
2243,52,1,7,Cordia alliodora,8.733479795
2244,52.5,0,4,Simira maxonii,27.87128451
2245,52.5,0,4,Simira maxonii,33.12104904
2246,52.5,0,8,Simira maxonii,27.87128451
2247,52.5,0,8,Simira maxonii,33.12104904
2248,52.5,1,7,Sacoglottis trichogyna,9.555531516
2249,52.6,0,9,Posoqueria grandiflora,29.52136317
2250,53,0,9,Cordia alliodora,31.63938227
2251,53.6,1,4,Sapium glandulosum,15.02011984
2252,53.9,0,6,Stryphnodendron microstachyum,33.80494314
2253,54,0,5,Cordia alliodora,4.473351857
2254,54,0,5,Cordia alliodora,14.16646368
2255,54,0,5,Cordia alliodora,60.43985522
2256,54,0,5,Cordia alliodora,34.37773304
2257,54,0,6,Erythrina cochleata,14.16646368
2258,54,0,6,Erythrina cochleata,34.37773304
2259,54,0,6,Erythrina cochleata,4.473351857
2260,54,0,6,Erythrina cochleata,60.43985522
2261,54,0,8,Alchornea costaricensis,34.37773304
2262,54,0,8,Alchornea costaricensis,60.43985522
2263,54,0,8,Alchornea costaricensis,4.473351857
2264,54,0,8,Alchornea costaricensis,14.16646368
2265,54,0,9,Luehea seemannii,4.473351857
2266,54,0,9,Luehea seemannii,14.16646368
2267,54,0,9,Luehea seemannii,34.37773304
2268,54,0,9,Luehea seemannii,60.43985522
2269,54,1,4,Alchornea costaricensis,53.7172086
2270,54.5,0,5,Dussia macroprophyllata,13.49204833
2271,54.8,0,4,Inga alba,29.62466944
2272,54.8,0,4,Inga alba,38.40352718
2273,54.8,0,8,Inga alba,29.62466944
2274,54.8,0,8,Inga alba,38.40352718
2275,55,0,9,Pentaclethra macroloba,17.6690338
2276,55,0,9,Pentaclethra macroloba,11.90366191
2277,55,0,9,Pentaclethra macroloba,51.54532201
2278,55,0,9,Pentaclethra macroloba,17.6690338
2279,55,0,9,Pentaclethra macroloba,11.90366191
2280,55,0,9,Pentaclethra macroloba,17.6690338
2281,55,0,9,Pentaclethra macroloba,51.54532201
2282,55,0,9,Pentaclethra macroloba,51.54532201
2283,55,0,9,Pentaclethra macroloba,11.90366191
2284,55,0,9,Goethalsia meiantha,17.6690338
2285,55,0,9,Goethalsia meiantha,11.90366191
2286,55,0,9,Goethalsia meiantha,51.54532201
2287,55,0,9,Goethalsia meiantha,17.6690338
2288,55,0,9,Goethalsia meiantha,11.90366191
2289,55,0,9,Goethalsia meiantha,17.6690338
2290,55,0,9,Goethalsia meiantha,51.54532201
2291,55,0,9,Goethalsia meiantha,51.54532201
2292,55,0,9,Goethalsia meiantha,11.90366191
2293,55,0,9,Protium panamense,17.6690338
2294,55,0,9,Protium panamense,11.90366191
2295,55,0,9,Protium panamense,51.54532201
2296,55,0,9,Protium panamense,17.6690338
2297,55,0,9,Protium panamense,11.90366191
2298,55,0,9,Protium panamense,17.6690338
2299,55,0,9,Protium panamense,51.54532201
2300,55,0,9,Protium panamense,51.54532201
2301,55,0,9,Protium panamense,11.90366191
2302,55,1,4,Erythrina cochleata,16.63136795
2303,56.5,0,6,Stryphnodendron microstachyum,29.59032604
2304,57,0,7,Goethalsia meiantha,22.37253056
2305,57,1,8,Pentaclethra macroloba,16.33447671
2306,57.5,0,4,Castilla elastica,9.125486288
2307,57.8,0,4,Inga ruiziana,30.84744398
2308,57.8,1,7,Pentaclethra macroloba,31.78324643
2309,58,0,9,Castilla elastica,24.71619189
2310,58.5,0,7,Virola koschnyi,24.02927069
2311,58.5,1,10,Cedrela odorata,7.164949407
2312,58.5,1,10,Cedrela odorata,26.63806373
2313,58.5,1,10,Cedrela odorata,25.81986392
2314,58.5,1,7,Stryphnodendron microstachyum,25.81986392
2315,58.5,1,7,Stryphnodendron microstachyum,7.164949407
2316,58.5,1,7,Stryphnodendron microstachyum,26.63806373
2317,58.5,1,8,Cedrela odorata,26.63806373
2318,58.5,1,8,Cedrela odorata,7.164949407
2319,58.5,1,8,Cedrela odorata,25.81986392
2320,59.5,0,4,Pterocarpus officinalis,37.98253414
2321,6,0,4,Trophis racemosa,11.71385931
2322,6,0,4,Trophis racemosa,9.147929129
2323,6,0,4,Trophis racemosa,21.96542371
2324,6,0,4,Trophis racemosa,16.33745464
2325,6,0,5,Guarea bullata,16.33745464
2326,6,0,5,Guarea bullata,11.71385931
2327,6,0,5,Guarea bullata,21.96542371
2328,6,0,5,Guarea bullata,9.147929129
2329,6,0,6,Randia genipoides,16.33745464
2330,6,0,6,Randia genipoides,21.96542371
2331,6,0,6,Randia genipoides,11.71385931
2332,6,0,6,Randia genipoides,9.147929129
2333,6,0,7,Cordia bicolor,11.71385931
2334,6,0,7,Cordia bicolor,21.96542371
2335,6,0,7,Cordia bicolor,9.147929129
2336,6,0,7,Cordia bicolor,16.33745464
2337,6.1,0,4,Erythroxylon sp.,32.68651794
2338,6.1,0,4,Erythroxylon sp.,32.68651794
2339,6.1,0,4,Erythroxylon sp.,35.73290778
2340,6.1,0,4,Erythroxylon sp.,55.67665336
2341,6.1,0,4,Erythroxylon sp.,38.02385041
2342,6.1,0,4,Erythroxylon sp.,47.83744349
2343,6.1,0,4,Erythroxylon sp.,35.73290778
2344,6.1,0,4,Erythroxylon sp.,24.78984866
2345,6.1,0,4,Erythroxylon sp.,47.83744349
2346,6.1,0,4,Erythroxylon sp.,38.02385041
2347,6.1,0,4,Erythroxylon sp.,17.5649936
2348,6.1,0,4,Erythroxylon sp.,17.5649936
2349,6.1,0,4,Erythroxylon sp.,24.78984866
2350,6.1,0,4,Erythroxylon sp.,32.68651794
2351,6.1,0,4,Erythroxylon sp.,27.84393003
2352,6.1,0,4,Erythroxylon sp.,27.84393003
2353,6.1,0,4,Erythroxylon sp.,17.5649936
2354,6.1,0,4,Erythroxylon sp.,24.78984866
2355,6.1,0,4,Erythroxylon sp.,55.67665336
2356,6.1,0,4,Erythroxylon sp.,38.02385041
2357,6.1,0,4,Erythroxylon sp.,47.83744349
2358,6.1,0,4,Erythroxylon sp.,55.67665336
2359,6.1,0,4,Erythroxylon sp.,35.73290778
2360,6.1,0,4,Erythroxylon sp.,27.84393003
2361,6.1,0,4,Richeria dressleri,32.68651794
2362,6.1,0,4,Richeria dressleri,32.68651794
2363,6.1,0,4,Richeria dressleri,35.73290778
2364,6.1,0,4,Richeria dressleri,55.67665336
2365,6.1,0,4,Richeria dressleri,38.02385041
2366,6.1,0,4,Richeria dressleri,47.83744349
2367,6.1,0,4,Richeria dressleri,35.73290778
2368,6.1,0,4,Richeria dressleri,24.78984866
2369,6.1,0,4,Richeria dressleri,47.83744349
2370,6.1,0,4,Richeria dressleri,38.02385041
2371,6.1,0,4,Richeria dressleri,17.5649936
2372,6.1,0,4,Richeria dressleri,17.5649936
2373,6.1,0,4,Richeria dressleri,24.78984866
2374,6.1,0,4,Richeria dressleri,32.68651794
2375,6.1,0,4,Richeria dressleri,27.84393003
2376,6.1,0,4,Richeria dressleri,27.84393003
2377,6.1,0,4,Richeria dressleri,17.5649936
2378,6.1,0,4,Richeria dressleri,24.78984866
2379,6.1,0,4,Richeria dressleri,55.67665336
2380,6.1,0,4,Richeria dressleri,38.02385041
2381,6.1,0,4,Richeria dressleri,47.83744349
2382,6.1,0,4,Richeria dressleri,55.67665336
2383,6.1,0,4,Richeria dressleri,35.73290778
2384,6.1,0,4,Richeria dressleri,27.84393003
2385,6.1,0,4,Dendropanax stenodontus,32.68651794
2386,6.1,0,4,Dendropanax stenodontus,32.68651794
2387,6.1,0,4,Dendropanax stenodontus,35.73290778
2388,6.1,0,4,Dendropanax stenodontus,55.67665336
2389,6.1,0,4,Dendropanax stenodontus,38.02385041
2390,6.1,0,4,Dendropanax stenodontus,47.83744349
2391,6.1,0,4,Dendropanax stenodontus,35.73290778
2392,6.1,0,4,Dendropanax stenodontus,24.78984866
2393,6.1,0,4,Dendropanax stenodontus,47.83744349
2394,6.1,0,4,Dendropanax stenodontus,38.02385041
2395,6.1,0,4,Dendropanax stenodontus,17.5649936
2396,6.1,0,4,Dendropanax stenodontus,17.5649936
2397,6.1,0,4,Dendropanax stenodontus,24.78984866
2398,6.1,0,4,Dendropanax stenodontus,32.68651794
2399,6.1,0,4,Dendropanax stenodontus,27.84393003
2400,6.1,0,4,Dendropanax stenodontus,27.84393003
2401,6.1,0,4,Dendropanax stenodontus,17.5649936
2402,6.1,0,4,Dendropanax stenodontus,24.78984866
2403,6.1,0,4,Dendropanax stenodontus,55.67665336
2404,6.1,0,4,Dendropanax stenodontus,38.02385041
2405,6.1,0,4,Dendropanax stenodontus,47.83744349
2406,6.1,0,4,Dendropanax stenodontus,55.67665336
2407,6.1,0,4,Dendropanax stenodontus,35.73290778
2408,6.1,0,4,Dendropanax stenodontus,27.84393003
2409,6.1,0,5,Ardisia nigropunctata,55.67665336
2410,6.1,0,5,Ardisia nigropunctata,27.84393003
2411,6.1,0,5,Ardisia nigropunctata,38.02385041
2412,6.1,0,5,Ardisia nigropunctata,24.78984866
2413,6.1,0,5,Ardisia nigropunctata,47.83744349
2414,6.1,0,5,Ardisia nigropunctata,17.5649936
2415,6.1,0,5,Ardisia nigropunctata,32.68651794
2416,6.1,0,5,Ardisia nigropunctata,35.73290778
2417,6.1,0,6,Richeria dressleri,32.68651794
2418,6.1,0,6,Richeria dressleri,47.83744349
2419,6.1,0,6,Richeria dressleri,55.67665336
2420,6.1,0,6,Richeria dressleri,24.78984866
2421,6.1,0,6,Richeria dressleri,27.84393003
2422,6.1,0,6,Richeria dressleri,38.02385041
2423,6.1,0,6,Richeria dressleri,35.73290778
2424,6.1,0,6,Richeria dressleri,17.5649936
2425,6.1,0,8,Dendropanax stenodontus,55.67665336
2426,6.1,0,8,Dendropanax stenodontus,55.67665336
2427,6.1,0,8,Dendropanax stenodontus,35.73290778
2428,6.1,0,8,Dendropanax stenodontus,17.5649936
2429,6.1,0,8,Dendropanax stenodontus,35.73290778
2430,6.1,0,8,Dendropanax stenodontus,24.78984866
2431,6.1,0,8,Dendropanax stenodontus,27.84393003
2432,6.1,0,8,Dendropanax stenodontus,17.5649936
2433,6.1,0,8,Dendropanax stenodontus,38.02385041
2434,6.1,0,8,Dendropanax stenodontus,32.68651794
2435,6.1,0,8,Dendropanax stenodontus,27.84393003
2436,6.1,0,8,Dendropanax stenodontus,38.02385041
2437,6.1,0,8,Dendropanax stenodontus,47.83744349
2438,6.1,0,8,Dendropanax stenodontus,47.83744349
2439,6.1,0,8,Dendropanax stenodontus,24.78984866
2440,6.1,0,8,Dendropanax stenodontus,32.68651794
2441,6.1,0,8,Richeria dressleri,55.67665336
2442,6.1,0,8,Richeria dressleri,55.67665336
2443,6.1,0,8,Richeria dressleri,35.73290778
2444,6.1,0,8,Richeria dressleri,17.5649936
2445,6.1,0,8,Richeria dressleri,35.73290778
2446,6.1,0,8,Richeria dressleri,24.78984866
2447,6.1,0,8,Richeria dressleri,27.84393003
2448,6.1,0,8,Richeria dressleri,17.5649936
2449,6.1,0,8,Richeria dressleri,38.02385041
2450,6.1,0,8,Richeria dressleri,32.68651794
2451,6.1,0,8,Richeria dressleri,27.84393003
2452,6.1,0,8,Richeria dressleri,38.02385041
2453,6.1,0,8,Richeria dressleri,47.83744349
2454,6.1,0,8,Richeria dressleri,47.83744349
2455,6.1,0,8,Richeria dressleri,24.78984866
2456,6.1,0,8,Richeria dressleri,32.68651794
2457,6.1,0,9,Sorocea pubivena,24.78984866
2458,6.1,0,9,Sorocea pubivena,55.67665336
2459,6.1,0,9,Sorocea pubivena,17.5649936
2460,6.1,0,9,Sorocea pubivena,35.73290778
2461,6.1,0,9,Sorocea pubivena,27.84393003
2462,6.1,0,9,Sorocea pubivena,32.68651794
2463,6.1,0,9,Sorocea pubivena,38.02385041
2464,6.1,0,9,Sorocea pubivena,47.83744349
2465,6.2,0,1,Lonchocarpus oliganthus,14.5983047
2466,6.2,0,1,Lonchocarpus oliganthus,23.88246265
2467,6.2,0,1,Lonchocarpus oliganthus,43.47608538
2468,6.2,0,1,Lonchocarpus oliganthus,12.79854495
2469,6.2,0,1,Lonchocarpus oliganthus,12.02018549
2470,6.2,0,1,Lonchocarpus oliganthus,14.09592078
2471,6.2,0,1,Lonchocarpus oliganthus,29.62966285
2472,6.2,0,10,Cojoba catenata,14.5983047
2473,6.2,0,10,Cojoba catenata,43.47608538
2474,6.2,0,10,Cojoba catenata,12.02018549
2475,6.2,0,10,Cojoba catenata,29.62966285
2476,6.2,0,10,Cojoba catenata,14.09592078
2477,6.2,0,10,Cojoba catenata,23.88246265
2478,6.2,0,10,Cojoba catenata,12.79854495
2479,6.2,0,4,Mabea occidentalis,29.62966285
2480,6.2,0,4,Mabea occidentalis,12.02018549
2481,6.2,0,4,Mabea occidentalis,14.09592078
2482,6.2,0,4,Mabea occidentalis,23.88246265
2483,6.2,0,4,Mabea occidentalis,12.79854495
2484,6.2,0,4,Mabea occidentalis,43.47608538
2485,6.2,0,4,Mabea occidentalis,14.5983047
2486,6.2,0,5,Zigia gigantifoliola,14.5983047
2487,6.2,0,5,Zigia gigantifoliola,14.09592078
