Species,DBH,Colony,Foraged,Distance,succession
Lacunaria_panamensis,5.8,9,0,6.521955555,n
Lacunaria_panamensis,5.8,9,0,31.50157527,n
Laetia_procera,4.7,5,0,35.78572427,n
Lecythis_ampla,7,1,0,27.36263498,n
Lecythis_ampla,6.7,5,0,32.10579673,n
Lecythis_ampla,6.7,7,0,23.47717615,n
Lecythis_ampla,6.7,7,0,52.20519901,n
Lecythis_ampla,7,1,0,5.278822169,n
Lecythis_ampla,6.7,5,0,14.38187929,n
Lecythis_ampla,6.7,5,0,52.20519901,n
Lecythis_ampla,6.7,7,0,14.38187929,n
Lecythis_ampla,6.7,5,0,23.47717615,n
Lecythis_ampla,7,1,0,18.44410702,n
Lecythis_ampla,7,1,0,19.47705507,n
Lecythis_ampla,6.7,5,0,37.33431818,n
Lecythis_ampla,7,1,0,36.69294483,n
Lecythis_ampla,6.7,7,0,37.33431818,n
Lecythis_ampla,6.7,7,0,32.10579673,n
Lonchocarpus_oliganthus,13.5,4,0,29.17179613,n
Lonchocarpus_oliganthus,18.5,8,0,48.13778765,n
Lonchocarpus_oliganthus,6.2,1,0,43.47608538,n
Lonchocarpus_oliganthus,17.8,4,0,43.13952248,n
Lonchocarpus_oliganthus,17.8,4,0,30.4630936,n
Lonchocarpus_oliganthus,21.4,6,1,39.03455783,n
Lonchocarpus_oliganthus,18.5,4,0,48.13778765,n
Lonchocarpus_oliganthus,6.2,1,0,12.79854495,n
Lonchocarpus_oliganthus,32,4,0,49.05762428,n
Lonchocarpus_oliganthus,6.2,1,0,12.02018549,n
Lonchocarpus_oliganthus,26.9,1,0,13.14623696,n
Lonchocarpus_oliganthus,17.8,4,0,21.17048592,n
Lonchocarpus_oliganthus,13.5,4,0,64.39059636,n
Lonchocarpus_oliganthus,9.5,8,0,47.88534295,n
Lonchocarpus_oliganthus,25.5,10,1,22.53127826,n
Lonchocarpus_oliganthus,18.5,4,0,29.39589087,n
Lonchocarpus_oliganthus,6.2,1,0,14.5983047,n
Lonchocarpus_oliganthus,13.5,4,0,46.27968237,n
Lonchocarpus_oliganthus,6.2,1,0,23.88246265,n
Lonchocarpus_oliganthus,32,4,0,44.89912633,n
Lonchocarpus_oliganthus,6.2,1,0,29.62966285,n
Lonchocarpus_oliganthus,9.5,8,0,26.83148773,n
Lonchocarpus_oliganthus,11.2,4,0,24.48561799,n
Lonchocarpus_oliganthus,18.5,4,0,48.76576678,n
Lonchocarpus_oliganthus,13.5,4,0,16.44241466,n
Lonchocarpus_oliganthus,18.5,4,0,45.48248234,n
Lonchocarpus_oliganthus,23.8,5,1,14.21576904,n
Lonchocarpus_oliganthus,18.5,8,0,45.48248234,n
Lonchocarpus_oliganthus,18.5,8,0,48.76576678,n
Lonchocarpus_oliganthus,6.2,1,0,14.09592078,n
Lonchocarpus_oliganthus,18.5,8,0,29.39589087,n
Lonchocarpus_oliganthus,35.5,4,0,23.92679669,n
Lonchocarpus_oliganthus,11.2,4,0,25.61807642,n
Lonchocarpus_oliganthus,11.2,4,0,61.45535371,n
Lonchocarpus_oliganthus,11.2,4,0,25.54295206,n
Lozania_pittieri,6.8,5,0,11.46304494,n
Lozania_pittieri,6.8,5,0,12.10419471,n
Lozania_pittieri,6.8,5,0,28.70978393,n
Lozania_pittieri,6.8,5,0,33.20890931,n
Luehea_seemannii,54,9,0,4.473351857,c
Luehea_seemannii,14.8,9,0,4.866606498,c
Luehea_seemannii,54,9,0,14.16646368,c
Luehea_seemannii,63,4,0,29.35006133,c
Luehea_seemannii,63,4,0,23.61314063,c
Luehea_seemannii,14.8,9,0,16.04060609,c
Luehea_seemannii,14.8,9,0,14.81303253,c
Luehea_seemannii,54,9,0,34.37773304,c
Luehea_seemannii,14.8,9,0,30.06721518,c
Luehea_seemannii,54,9,0,60.43985522,c
Luehea_seemannii,25.3,9,0,38.50263162,c
Mabea_occidentalis,6.2,8,0,14.09592078,n
Mabea_occidentalis,5.3,4,0,39.29506011,n
Mabea_occidentalis,5.3,8,0,39.29506011,n
Mabea_occidentalis,6.2,8,0,14.5983047,n
Mabea_occidentalis,5.3,4,0,11.17731941,n
Mabea_occidentalis,5.3,8,0,32.53951751,n
Mabea_occidentalis,6.2,4,0,14.5983047,n
Mabea_occidentalis,6.2,4,0,43.47608538,n
Mabea_occidentalis,6.2,8,0,23.88246265,n
Mabea_occidentalis,6.2,8,0,12.02018549,n
Mabea_occidentalis,5.3,4,0,58.84815205,n
Mabea_occidentalis,5.3,8,0,58.84815205,n
Mabea_occidentalis,6.2,4,0,12.79854495,n
Mabea_occidentalis,6.2,4,0,23.88246265,n
Mabea_occidentalis,6.2,8,0,29.62966285,n
Mabea_occidentalis,6.2,8,0,12.79854495,n
Mabea_occidentalis,5.3,8,0,11.17731941,n
Mabea_occidentalis,5.3,4,0,32.53951751,n
Mabea_occidentalis,6.2,4,0,12.02018549,n
Mabea_occidentalis,6.2,4,0,14.09592078,n
Mabea_occidentalis,6.2,8,0,43.47608538,n
Mabea_occidentalis,6.2,4,0,29.62966285,n
Macrolobium_costaricense,13.8,8,0,35.44139471,n
Macrolobium_costaricense,3.7,4,0,28.64565009,n
Macrolobium_costaricense,3.7,4,0,29.5035146,n
Macrolobium_costaricense,3.7,4,0,19.79500279,n
Macrolobium_costaricense,13.8,4,0,35.6933061,n
Macrolobium_costaricense,3.7,8,0,29.5035146,n
Macrolobium_costaricense,3.7,8,0,22.47363344,n
Macrolobium_costaricense,13.8,8,0,34.49119156,n
Macrolobium_costaricense,3.7,4,0,22.47363344,n
Macrolobium_costaricense,10.9,8,1,10.17857845,n
Macrolobium_costaricense,4.8,4,0,12.00026092,n
Macrolobium_costaricense,13.8,4,0,35.44139471,n
Macrolobium_costaricense,4.8,4,0,16.02286179,n
Macrolobium_costaricense,13.8,4,0,34.49119156,n
Macrolobium_costaricense,13.8,8,0,35.6933061,n
Macrolobium_costaricense,3.7,8,0,28.64565009,n
Macrolobium_costaricense,3.7,8,0,19.79500279,n
Maranthes_panamensis,7.5,4,0,26.61732785,n
Maranthes_panamensis,7.5,4,0,30.64902495,n
Maranthes_panamensis,7.5,4,0,39.08529775,n
Maranthes_panamensis,7.5,4,0,25.85974671,n
Maranthes_panamensis,7.5,4,0,42.76694635,n
Meliosma_donnell-smithii,11.2,8,0,25.61807642,n
Meliosma_donnell-smithii,1.6,9,0,11.55301162,n
Meliosma_donnell-smithii,11.2,8,0,61.45535371,n
Meliosma_donnell-smithii,5.5,9,0,40.13896301,n
Meliosma_donnell-smithii,11.2,4,0,25.61807642,n
Meliosma_donnell-smithii,11.2,8,0,24.48561799,n
Meliosma_donnell-smithii,11.2,4,0,61.45535371,n
Meliosma_donnell-smithii,11.2,4,0,25.54295206,n
Meliosma_donnell-smithii,1.6,9,0,20.50153827,n
Meliosma_donnell-smithii,11.2,4,0,24.48561799,n
Meliosma_donnell-smithii,5.5,9,0,10.49374149,n
Meliosma_donnell-smithii,7.3,9,0,30.51389907,n
Meliosma_donnell-smithii,1.6,9,0,12.98913547,n
Meliosma_donnell-smithii,1.6,9,0,42.0839081,n
Meliosma_donnell-smithii,5.5,9,0,32.3466422,n
Meliosma_donnell-smithii,19.4,7,0,19.79776357,n
Meliosma_donnell-smithii,1.6,9,0,18.2131447,n
Meliosma_donnell-smithii,1.6,9,0,28.30683663,n
Meliosma_donnell-smithii,11.2,8,0,25.54295206,n
Meliosma_donnell-smithii,19,9,0,37.4555756,n
Meliosma_donnell-smithii,5.5,9,0,26.5615902,n
Meliosma_donnell-smithii,6.3,5,0,11.5595327,n
Meliosma_donnell-smithii,5.5,9,0,18.04954873,n
Meliosma_donnell-smithii,7.3,9,0,22.31036572,n
Miconia_affinis,9.9,7,0,47.17510424,c
Miconia_affinis,9.9,7,0,8.968037689,c
Miconia_appendiculata,6.5,9,0,37.51389546,n
Miconia_appendiculata,6.5,9,0,25.48283272,n
Miconia_appendiculata,6.5,9,0,24.56053837,n
Miconia_appendiculata,6.5,9,0,39.72867892,n
Miconia_dorsiloba,2.4,9,0,31.69789803,n
Miconia_dorsiloba,2.4,9,0,16.11628059,n
Miconia_multispicata,5.1,9,0,20.21505627,n
Miconia_multispicata,5.1,9,0,31.86848018,n
Miconia_multispicata,45.1,7,0,48.9307815,n
Miconia_multispicata,5.1,9,0,7.977534724,n
Miconia_multispicata,5.1,9,0,21.32052697,n
Miconia_sp,4.2,9,0,8.048696016,n
Miconia_sp,4.2,9,0,32.51860083,n
Miconia_sp,4.2,9,0,46.64253721,n
Miconia_sp,4.2,9,0,32.32629818,n
Miconia_sp,4.2,9,0,31.27070935,n
Miconia_sp,4.2,9,0,14.14158306,n
Miconia_sp,4.2,9,0,10.21961632,n
Miconia_sp,4.2,9,0,14.3683736,n
Miconia_sp,4.2,9,0,16.4630274,n
Minquartia_guianensis,2.7,8,1,15.22308343,n
Minquartia_guianensis,2.7,8,1,73.8324604,n
Minquartia_guianensis,7,8,1,67.73184206,n
Mortoniodendron_guatemalense,15.8,9,0,35.39494429,n
Naucleopsis_naga,17.9,10,0,17.79468854,n
Naucleopsis_naga,21.9,5,0,30.84209641,n
Naucleopsis_naga,21.9,5,0,18.82545706,n
Naucleopsis_naga,17.9,8,0,7.781953482,n
Naucleopsis_naga,24.2,5,0,22.7737994,n
Naucleopsis_naga,17.9,10,0,32.05873858,n
Naucleopsis_naga,17.9,8,0,17.79468854,n
Naucleopsis_naga,17.9,10,0,7.781953482,n
Naucleopsis_naga,28,9,0,46.12209688,n
Naucleopsis_naga,21.9,5,0,26.68147404,n
Naucleopsis_naga,21.9,5,0,45.35904178,n
Naucleopsis_naga,17.9,8,0,32.05873858,n
Naucleopsis_naga,10.5,6,0,28.95472723,n
Naucleopsis_naga,10.5,6,0,16.94027745,n
Neea_amplifolia,5.5,8,0,10.49374149,n
Neea_amplifolia,5.5,8,0,18.04954873,n
Neea_amplifolia,10.7,7,0,45.62260661,n
Neea_amplifolia,8.7,9,0,16.12193586,n
Neea_amplifolia,12,6,0,49.592274,n
Neea_amplifolia,5.5,8,0,40.13896301,n
Neea_amplifolia,10.7,7,0,11.04042631,n
Neea_amplifolia,5.5,8,0,26.5615902,n
Neea_amplifolia,5.5,8,0,32.3466422,n
Neea_amplifolia,12,6,0,24.64786384,n
Neea_amplifolia,12,6,0,11.46994769,n
Neea_psychotriodes,7.4,5,0,26.23673214,n
Neea_psychotriodes,7.4,5,0,19.85321717,n
Neea_psychotriodes,7.9,6,0,27.08082023,n
Neea_psychotriodes,7.4,5,0,13.14389592,n
Neea_psychotriodes,7.9,6,0,35.76550746,n
Neea_sp.,4.5,5,0,31.48629019,n
Neea_sp.,4.5,5,0,28.86878581,n
Neea_sp.,4.5,5,0,35.46981993,n
Neea_sp.,4.5,5,0,50.16097344,n
Neea_sp.,4.5,5,0,10.28152468,n
Ocotea_atirrensis,1.2,9,0,5.110994411,n
Ocotea_atirrensis,1.2,9,0,34.32560738,n
Ocotea_cernua,50.4,4,0,46.96647741,n
Ocotea_cernua,50.4,8,1,33.66441295,n
Ocotea_cernua,9.4,4,0,21.99460381,n
Ocotea_cernua,9.4,4,0,18.3359892,n
Ocotea_cernua,50.4,8,1,6.176268749,n
Ocotea_dendrodaphne,1.9,9,0,20.99767235,n
Ocotea_dendrodaphne,1.9,9,0,7.205597656,n
Ocotea_dendrodaphne,1.9,9,0,29.95592929,n
Ocotea_hartshorniana,25,7,0,27.59932246,n
Ocotea_hartshorniana,27.7,7,1,28.59094747,n
Ocotea_hartshorniana,25,7,0,23.09181351,n
Ocotea_hartshorniana,12.5,9,0,26.74798684,n
Ocotea_hartshorniana,25,7,0,22.89576064,n
Ocotea_hartshorniana,16.2,5,0,25.81141315,n
Ocotea_hartshorniana,25,7,0,30.03531784,n
Ocotea_hartshorniana,16.2,5,0,16.10693869,n
Ocotea_hartshorniana,27.7,5,1,28.59094747,n
Ocotea_hartshorniana,26.6,5,0,21.92546699,n
Ocotea_hartshorniana,26.6,5,0,15.04941606,n
Ocotea_hartshorniana,77,7,0,2.271687094,n
Ocotea_hartshorniana,12.5,9,0,49.2629926,n
Ocotea_hartshorniana,5.7,9,0,29.53189973,n
Ocotea_hartshorniana,5.7,9,0,18.64102883,n
Ocotea_hartshorniana,27.7,5,1,29.09981648,n
Ocotea_hartshorniana,25,7,0,50.38903055,n
Ocotea_hartshorniana,5.7,9,0,26.96105562,n
Ocotea_hartshorniana,5.7,9,0,48.08405429,n
Ocotea_hartshorniana,2.5,9,0,32.2627811,n
Ocotea_hartshorniana,25,5,1,32.41012441,n
Ocotea_hartshorniana,25,5,1,2.903566643,n
Ocotea_hartshorniana,35,9,0,47.98565135,n
Ocotea_hartshorniana,27.7,7,1,29.09981648,n
Ocotea_hartshorniana,2.5,9,0,22.68962811,n
Ocotea_hartshorniana,2.5,9,0,25.72913212,n
Ocotea_hartshorniana,77,7,0,27.96058505,n
Ocotea_hartshorniana,5.7,9,0,32.29384616,n
Ocotea_meziana,24.1,4,0,11.59311754,n
Ocotea_meziana,24.1,4,0,31.95776119,n
Ocotea_mollifolia,17,4,0,20.56628552,n
Ocotea_mollifolia,17,4,0,16.92208616,n
Ocotea_mollifolia,17,4,0,59.68706811,n
Ocotea_mollifolia,17,4,0,44.50036404,n
Ocotea_mollifolia,17,4,0,40.14646311,n
Ormosia_tenuivalvis,15.5,4,0,19.09289616,n
Ormosia_tenuivalvis,15.5,4,0,18.21085966,n
Ormosia_tenuivalvis,15.5,4,0,22.93147359,n
Ormosia_tenuivalvis,15.5,4,0,40.79278858,n
Ormosia_velutina,12.5,4,0,26.74798684,n
Ormosia_velutina,12.5,4,0,49.2629926,n
Otoba_novogranatensis,3.7,9,0,29.5035146,n
Otoba_novogranatensis,1.6,1,0,18.2131447,n
Otoba_novogranatensis,4.5,9,0,28.86878581,n
Otoba_novogranatensis,1.6,1,0,11.55301162,n
Otoba_novogranatensis,3.7,9,0,19.79500279,n
Otoba_novogranatensis,1.6,1,0,42.0839081,n
Otoba_novogranatensis,4.5,9,0,35.46981993,n
Otoba_novogranatensis,3.7,9,0,22.47363344,n
Otoba_novogranatensis,4.5,9,0,50.16097344,n
Otoba_novogranatensis,1.6,1,0,28.30683663,n
Otoba_novogranatensis,1.6,1,0,20.50153827,n
Otoba_novogranatensis,4.5,9,0,10.28152468,n
Otoba_novogranatensis,4.5,9,0,31.48629019,n
Otoba_novogranatensis,3.7,9,0,28.64565009,n
Otoba_novogranatensis,5,9,0,15.70673741,n
Otoba_novogranatensis,5,9,0,21.25805855,n
Otoba_novogranatensis,1.6,1,0,12.98913547,n
Pachira_aquatica,17.2,4,1,38.65751803,n
Pachira_aquatica,24.7,4,1,7.659586406,n
Pachira_aquatica,24.7,4,1,44.40438041,n
Parathesis_chrysophylla,19.5,5,0,26.67441613,n
Paullinia_pinnata,5.4,4,0,16.37583586,n
Pentaclethra_macroloba,20.1,4,0,20.01796443,n
Pentaclethra_macroloba,96.6,5,0,31.10400902,n
Pentaclethra_macroloba,18.5,8,1,22.08890534,n
Pentaclethra_macroloba,82.5,7,0,33.76383672,n
Pentaclethra_macroloba,64.5,7,0,16.90273863,n
Pentaclethra_macroloba,82.5,7,0,30.59389353,n
Pentaclethra_macroloba,18.5,4,0,45.48248234,n
Pentaclethra_macroloba,18.5,8,1,5.915864201,n
Pentaclethra_macroloba,82.5,5,0,30.59389353,n
Pentaclethra_macroloba,23.7,7,0,27.12676184,n
Pentaclethra_macroloba,103,4,1,15.63090848,n
Pentaclethra_macroloba,57,8,1,16.33447671,n
Pentaclethra_macroloba,69.9,4,0,61.8528908,n
Pentaclethra_macroloba,64.5,7,0,51.61248753,n
Pentaclethra_macroloba,23.7,7,0,31.02071836,n
Pentaclethra_macroloba,61,5,1,24.87466364,n
Pentaclethra_macroloba,18.5,4,0,29.39589087,n
Pentaclethra_macroloba,46.5,7,0,33.14222801,n
Pentaclethra_macroloba,69,7,0,25.99819189,n
Pentaclethra_macroloba,46.5,7,0,11.30630965,n
Pentaclethra_macroloba,26.6,7,0,15.04941606,n
Pentaclethra_macroloba,70,4,0,22.76589774,n
Pentaclethra_macroloba,26.6,7,0,21.92546699,n
Pentaclethra_macroloba,82,9,0,44.26554299,n
Pentaclethra_macroloba,82.5,5,0,33.76383672,n
Pentaclethra_macroloba,61.5,4,0,19.38287904,n
Pentaclethra_macroloba,31.9,7,0,28.58669835,n
Pentaclethra_macroloba,18.5,4,0,48.13778765,n
Pentaclethra_macroloba,18.5,4,0,48.76576678,n
Pentaclethra_macroloba,80.3,4,0,37.26092323,n
Pentaclethra_macroloba,21.9,7,0,30.84209641,n
Pentaclethra_macroloba,21.9,7,0,18.82545706,n
Pentaclethra_macroloba,73,9,0,4.853784756,n
Pentaclethra_macroloba,80.3,8,1,19.17911466,n
Pentaclethra_macroloba,80.3,8,1,37.87398867,n
Pentaclethra_macroloba,80.3,6,1,37.87398867,n
Pentaclethra_macroloba,80.3,6,1,19.17911466,n
Pentaclethra_macroloba,25.5,5,0,18.20565952,n
Pentaclethra_macroloba,21.9,7,0,26.68147404,n
Pentaclethra_macroloba,61.5,4,0,37.16535994,n
Pentaclethra_macroloba,74.7,5,0,27.58972215,n
Pentaclethra_macroloba,57.8,7,1,31.78324643,n
Pentaclethra_macroloba,55,9,0,51.54532201,n
Pentaclethra_macroloba,55,9,0,11.90366191,n
Pentaclethra_macroloba,61.5,4,0,32.15042924,n
Pentaclethra_macroloba,21.9,7,0,45.35904178,n
Pentaclethra_macroloba,81.5,4,0,1.743932338,n
Pentaclethra_macroloba,25.5,5,0,24.99755612,n
Pentaclethra_macroloba,55,9,0,17.6690338,n
Pentagonia_donnell-smithii,5.5,6,0,10.49374149,n
Pentagonia_donnell-smithii,9.3,8,0,30.94380797,n
Pentagonia_donnell-smithii,4.2,7,0,32.51860083,n
Pentagonia_donnell-smithii,5.1,4,0,21.32052697,n
Pentagonia_donnell-smithii,9.3,8,0,23.55591221,n
Pentagonia_donnell-smithii,9.3,4,0,23.55591221,n
Pentagonia_donnell-smithii,4.2,7,0,14.3683736,n
Pentagonia_donnell-smithii,7.2,5,0,23.54574271,n
Pentagonia_donnell-smithii,5.1,4,0,7.977534724,n
Pentagonia_donnell-smithii,5.1,4,0,20.21505627,n
Pentagonia_donnell-smithii,9.5,6,0,26.83148773,n
Pentagonia_donnell-smithii,5.5,6,0,32.3466422,n
Pentagonia_donnell-smithii,5.5,6,0,26.5615902,n
Pentagonia_donnell-smithii,9.3,4,0,27.80344276,n
Pentagonia_donnell-smithii,5.1,8,0,21.32052697,n
Pentagonia_donnell-smithii,5.1,8,0,20.21505627,n
Pentagonia_donnell-smithii,3.4,8,0,30.60770082,n
Pentagonia_donnell-smithii,4.2,7,0,16.4630274,n
Pentagonia_donnell-smithii,9.3,8,0,27.80344276,n
Pentagonia_donnell-smithii,5.5,6,0,40.13896301,n
Pentagonia_donnell-smithii,9.5,6,0,47.88534295,n
Pentagonia_donnell-smithii,5.5,6,0,18.04954873,n
Pentagonia_donnell-smithii,7.2,5,0,18.64903268,n
Pentagonia_donnell-smithii,5.1,8,0,31.86848018,n
Pentagonia_donnell-smithii,2.9,9,0,54.15561651,n
Pentagonia_donnell-smithii,2.9,9,0,6.452256911,n
Pentagonia_donnell-smithii,4.2,7,0,10.21961632,n
Pentagonia_donnell-smithii,4.2,7,0,8.048696016,n
Pentagonia_donnell-smithii,5.1,8,0,7.977534724,n
Pentagonia_donnell-smithii,10,6,0,26.7567893,n
Pentagonia_donnell-smithii,9.3,4,0,30.94380797,n
Pentagonia_donnell-smithii,5.1,4,0,31.86848018,n
Pentagonia_donnell-smithii,10,6,0,19.65636992,n
Pentagonia_donnell-smithii,10,6,0,29.01684123,n
Pentagonia_donnell-smithii,2.9,9,0,24.3000006,n
Pentagonia_donnell-smithii,7.2,5,0,31.18647827,n
Pentagonia_donnell-smithii,4.2,7,0,14.14158306,n
Pentagonia_donnell-smithii,3.4,4,0,30.60770082,n
Pentagonia_donnell-smithii,2.9,9,0,22.20260729,n
Pentagonia_donnell-smithii,3.4,8,0,20.53452946,n
Pentagonia_donnell-smithii,4.2,7,0,46.64253721,n
Pentagonia_donnell-smithii,4.2,7,0,31.27070935,n
Pentagonia_donnell-smithii,4.2,7,0,32.32629818,n
Pentagonia_donnell-smithii,3.4,4,0,20.53452946,n
Perebea_angustifolia,3,9,0,19.18107386,n
Perebea_angustifolia,3,9,0,24.73569576,n
Perebea_angustifolia,3,9,0,40.02852491,n
Perebea_angustifolia,1.3,9,0,34.36493648,n
Peschiera_arborea,61.2,1,1,4.326611117,n
Posoqueria_grandiflora,2.1,5,0,39.59708196,n
Posoqueria_grandiflora,5.1,5,0,21.32052697,n
Posoqueria_grandiflora,5.1,5,0,31.86848018,n
Posoqueria_grandiflora,2.1,5,0,11.67663729,n
Posoqueria_grandiflora,5.1,5,0,20.21505627,n
Posoqueria_grandiflora,2.1,5,0,22.97297731,n
Posoqueria_grandiflora,5.1,5,0,7.977534724,n
Posoqueria_grandiflora,2.1,5,0,6.233535446,n
Posoqueria_grandiflora,2.1,5,0,39.17815449,n
Posoqueria_grandiflora,52.6,9,0,29.52136317,n
Posoqueria_latifolia,11,9,0,11.00743924,n
Posoqueria_latifolia,11,9,0,15.34466761,n
Posoqueria_latifolia,16.3,9,1,15.34015374,n
Posoqueria_latifolia,15.4,9,0,8.357619585,n
Posoqueria_latifolia,10.6,9,1,26.58941672,n
Posoqueria_latifolia,15.1,9,0,9.613957812,n
Posoqueria_latifolia,15.1,9,0,25.73065249,n
Potalia_amara,2.8,5,0,38.63187932,n
Potalia_amara,2.8,5,0,30.67146068,n
Potalia_amara,2.8,5,0,37.34734572,n
Pourouma_bicolor,13,6,0,47.72762408,n
Pourouma_bicolor,13,6,0,17.6514492,n
Pourouma_bicolor,12.3,9,0,65.85640819,n
Pourouma_bicolor,12.3,9,0,30.82366706,n
Pourouma_bicolor,13,6,0,22.33832255,n
Pourouma_bicolor,13,6,0,40.63196192,n
Pourouma_bicolor,12.3,9,0,42.61537013,n
Pourouma_bicolor,12.3,9,0,12.58842998,n
Pourouma_bicolor,12.3,9,0,29.21185375,n
Pourouma_bicolor,12.3,9,0,38.90643937,n
Pouteria_campechiana,2.9,4,0,24.3000006,n
Pouteria_campechiana,2.9,8,0,6.452256911,n
Pouteria_campechiana,2.9,8,0,22.20260729,n
Pouteria_campechiana,2.9,8,0,54.15561651,n
Pouteria_campechiana,2.9,8,0,24.3000006,n
Pouteria_campechiana,2.9,4,0,54.15561651,n
Pouteria_campechiana,2.9,4,0,6.452256911,n
Pouteria_campechiana,2.9,4,0,22.20260729,n
Pouteria_glomerulata,46.5,5,0,11.30630965,n
Pouteria_glomerulata,37.3,8,1,31.92089879,n
Pouteria_glomerulata,38.5,4,1,21.6318885,n
Pouteria_glomerulata,6.7,4,0,14.38187929,n
Pouteria_glomerulata,19.9,6,0,20.45109366,n
Pouteria_glomerulata,46.5,5,0,33.14222801,n
Pouteria_glomerulata,1.1,9,0,26.79658907,n
Pouteria_glomerulata,6.7,4,0,23.47717615,n
Pouteria_glomerulata,6.7,4,0,32.10579673,n
Pouteria_glomerulata,37.3,4,0,22.52826003,n
Pouteria_glomerulata,1.1,9,0,32.40519092,n
Pouteria_glomerulata,6.7,4,0,52.20519901,n
Pouteria_glomerulata,6.7,4,0,37.33431818,n
Pouteria_torta,1.6,4,0,12.98913547,n
Pouteria_torta,1.6,4,0,42.0839081,n
Pouteria_torta,2.8,4,0,38.63187932,n
Pouteria_torta,5.7,4,0,18.64102883,n
Pouteria_torta,2.8,4,0,30.67146068,n
Pouteria_torta,5.7,4,0,48.08405429,n
Pouteria_torta,1.6,4,0,28.30683663,n
Pouteria_torta,2.8,4,0,37.34734572,n
Pouteria_torta,5.7,4,0,32.29384616,n
Pouteria_torta,5.7,4,0,29.53189973,n
Pouteria_torta,1.6,4,0,20.50153827,n
Pouteria_torta,1.6,4,0,11.55301162,n
Pouteria_torta,5.7,4,0,26.96105562,n
Pouteria_torta,1.6,4,0,18.2131447,n
Pouteria_torta,37.5,4,1,33.08618141,n
Pradosia_atroviolacea,17,4,0,16.92208616,n
Pradosia_atroviolacea,17,4,0,59.68706811,n
Pradosia_atroviolacea,10.5,4,0,16.94027745,n
Pradosia_atroviolacea,17,4,0,20.56628552,n
Pradosia_atroviolacea,10.5,4,0,28.95472723,n
Pradosia_atroviolacea,17,4,0,40.14646311,n
Pradosia_atroviolacea,17,4,0,44.50036404,n
Prioria_copaifera,8,8,0,45.82407398,n
Prioria_copaifera,8,8,0,32.62204484,n
Prioria_copaifera,8,8,0,46.67602393,n
Prioria_copaifera,8,4,0,40.01119968,n
Prioria_copaifera,8,4,0,46.67602393,n
Prioria_copaifera,8,8,0,31.6650754,n
Prioria_copaifera,8,8,0,40.01119968,n
Prioria_copaifera,8,4,0,32.62204484,n
Prioria_copaifera,8,4,0,31.6650754,n
Prioria_copaifera,8,4,0,45.82407398,n
Protium_costaricense,6.7,9,0,23.47717615,n
Protium_costaricense,6.7,9,0,37.33431818,n
Protium_costaricense,6.7,9,0,52.20519901,n
Protium_costaricense,6.7,9,0,14.38187929,n
Protium_costaricense,11.3,7,0,21.06230278,n
Protium_costaricense,11.3,7,0,49.79524703,n
Protium_costaricense,6.7,9,0,32.10579673,n
Protium_glabrum,10.7,1,0,45.62260661,n
Protium_glabrum,10.7,1,0,11.04042631,n
Protium_panamense,30.5,8,0,10.67484376,n
Protium_panamense,55,9,0,51.54532201,n
Protium_panamense,47.5,1,0,16.6251406,n
Protium_panamense,47.5,1,0,32.46422983,n
Protium_panamense,30.5,6,0,12.90926159,n
Protium_panamense,30.5,8,0,12.90926159,n
Protium_panamense,30.5,8,0,33.92255786,n
Protium_panamense,30.5,6,0,33.92255786,n
Protium_panamense,30.5,6,0,10.67484376,n
Protium_panamense,55,9,0,17.6690338,n
Protium_panamense,47.5,1,0,32.9987424,n
Protium_panamense,51.8,4,0,35.25785728,n
Protium_panamense,55,9,0,11.90366191,n
Protium_pittieri,14.1,9,0,13.61175551,n
Protium_pittieri,14.1,9,0,29.64667623,n
Protium_pittieri,14.1,9,0,43.6563867,n
Protium_pittieri,14.1,9,0,15.72547843,n
Psychotria_chagrensis,2.6,9,0,13.73523169,n
Psychotria_chagrensis,2.6,9,0,14.70438623,n
Psychotria_chagrensis,2.6,9,0,10.72019044,n
Psychotria_chagrensis,2.6,9,0,24.80229451,n
Psychotria_panamensis,4.4,9,0,13.85235942,n
Psychotria_panamensis,7,9,0,36.69294483,n
Psychotria_panamensis,4.4,9,0,41.90883264,n
Psychotria_panamensis,4.4,9,0,34.10115317,n
Psychotria_panamensis,7,9,0,5.278822169,n
Psychotria_panamensis,7,9,0,18.44410702,n
Psychotria_panamensis,7,9,0,27.36263498,n
Psychotria_panamensis,7,9,0,19.47705507,n
Pterocarpus_officinalis,59.5,4,0,37.98253414,n
Pterocarpus_officinalis,43,9,1,39.6388489,n
Pterocarpus_officinalis,90,4,0,32.98805996,n
Pterocarpus_officinalis,90,4,0,35.20606908,n
Pterocarpus_officinalis,43,9,1,35.93301482,n
Pterocarpus_rohrii,47.4,4,1,11.65078967,n
Pterocarpus_rohrii,23.5,5,0,11.75673757,n
Pterocarpus_rohrii,65.8,5,0,21.42435126,n
Pterocarpus_rohrii,41,9,0,51.00458533,n
Pterocarpus_rohrii,23.5,5,0,3.728946127,n
Pterocarpus_rohrii,42.8,9,0,47.65650378,n
Pterocarpus_rohrii,22.8,4,0,29.07223024,n
Pterocarpus_rohrii,22.8,6,0,44.06043236,n
Pterocarpus_rohrii,15.3,10,0,14.0413817,n
Pterocarpus_rohrii,22.8,8,0,29.07223024,n
Pterocarpus_rohrii,31.6,4,0,38.96093556,n
Pterocarpus_rohrii,22.8,4,0,44.06043236,n
